ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
86,5,,,,,5,20,,20,30,1,6,,,,,,,,,,,,,,,,,,,5,,,100,
77,5,,,,,5,50,2,,,2,11,,,,,,,,,,,,,,,,,,,5,,,100,
78,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
78,5,,,,,5,100,,10,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
83,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
78,5,,,,,5,100,,30,,1,16,,,,,,,,,,,,,,,,,,,5,,,20000,
61,1,,,,,1,50,2,,,2,10,,,,,,,,,,,,,,,,,,,5,,,20000,
88,5,,,,,5,50,8,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
84,5,6,,,,5,10,,10,30,2,15,,,,,,,,,,,,,,,,,,,5,,9999998,40000,
81,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,40000,
65,2,,,,,5,75,,75,30,2,12,998,998,10,10,998,10,1,9,7,7,10,8,98,8,4,,,,5,,,55000,
79,5,,,,,5,20,,30,40,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
84,5,,,,,5,,,,,2,10,,,,,,,,,,,,,,,,,,,5,,,10000,
79,5,,,,,5,10,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
88,5,,,,,5,100,,80,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
79,5,,,,,5,20,,20,60,2,14,,,,,,,,,,,,,,,,,,,1,17000,,5200,
84,5,,,,,5,998,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
79,5,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
78,5,,,,,5,10,,10,30,2,10,,,,,,,,,,,,,,,,,,,5,,,500,
77,4,5,,,,5,0,,,,1,9,0,0,0,0,0,0,1,4,10,8,0,0,0,0,0,,,,5,,,500,
82,5,,,,,5,30,,40,20,1,12,,,,,,,,,,,,,,,,,60000,,1,60000,,90000,543000
70,5,,,,,5,75,,50,50,2,13,,,,,,,,,,,,,,,,,60000,,1,60000,,90000,543000
81,5,,,,,5,0,,,50,1,10,,,,,,,,,,,,,,,,,,,5,,,,
82,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
81,5,,,,,5,100,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,50,1,30,20,1,17,,,,,,,,,,,,,,,,,,1500000,5,,,14000,
69,1,,,,,1,80,,80,20,2,16,,,,,,,,,,,,,,,,,,1500000,5,,,14000,
81,5,,,,,5,70,,50,20,1,17,,,,,,,,,,,,,,,,,,,5,,,225000,
77,5,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,225000,
85,5,,,,,5,25,,25,10,1,17,,,,,,,,,,,,,,,,,,99999998,5,,,,
81,5,,,,,5,60,,40,50,2,12,,,,,,,,,,,,,,,,,,99999998,5,,,,
81,5,,,,,5,70,,50,5,2,16,,,,,,,,,,,,,,,,,,,5,,,7000,75000
75,4,,,,,5,50,2,,,1,9,,,,,,,,,,,,,,,,,,,5,,,9999998,
81,4,5,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
71,4,,,,,5,,,,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
85,4,,,,,5,0,,,0,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
85,5,,,,,5,998,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,9999999,
83,7,,,,,5,100,,60,,2,9,,,,,,,,,,,,,,,,,,,5,,,80000,
82,5,,,,,5,2,,5,6,2,7,,,,,,,,,,,,,,,,,,,5,,,1000,
81,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,38000,
80,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,38000,
79,5,,,,,5,998,,,,1,5,0,5,998,10,998,0,1,0,5,5,0,0,0,0,0,,,,5,,,,
81,5,,,,,5,15,,20,5,2,12,,,,,,,,,,,,,,,,,,,5,,,1500,
81,7,,,,,5,,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
87,5,,,,,5,80,,0,0,2,16,,,,,,,,,,,,,,,,,,,5,,,,
73,5,,,,,5,12,,1,1,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
73,5,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,25,
83,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,
70,4,,,,,5,65,,70,998,2,13,,,,,,,,,,,,,,,,,,,5,,,144000,
78,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
85,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,999999998,,5,,,9999998,
77,5,,,,,5,90,,80,20,1,14,,,,,,,,,,,,,,,,,,,5,,,70000,
69,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,70000,
83,5,,,,,5,999,,,,1,12,80,50,30,40,60,80,1,9,7,7,6,4,5,2,0,,,,5,,,175000,
74,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,175000,
84,5,,,,,5,998,,,,1,15,,,,,,,,,,,,,,,,,,,5,,,,
76,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
81,5,6,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,1003745,5,,,4986,
85,5,,,,,5,90,,75,50,1,12,25,50,10,10,20,60,1,8,3,8,8,4,8,8,0,,,1003745,5,,,4986,
69,6,,,,,5,998,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,9999998,
79,5,6,,,,5,80,,70,30,2,12,,,,,,,,,,,,,,,,,,,5,,90000,60000,
74,5,,,,,5,50,1,50,50,1,,,,,,,,,,,,,,,,,,,0,5,,,50000,
81,5,,,,,5,100,,80,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
78,1,6,,,,1,70,,50,60,2,6,,,,,,,,,,,,,,,,,,,5,,,,
86,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,
80,5,,,,,5,998,,,,1,8,50,50,0,50,998,50,1,10,5,5,10,5,0,3,0,,,,5,,,,
79,6,,,,,5,999,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
91,5,,,,,5,20,,10,30,2,12,,,,,,,,,,,,,,,,,,,5,,,15000,136000
79,5,,,,,5,60,,80,20,1,12,,,,,,,,,,,,,,,,,,,5,,,,
67,4,,,,,5,0,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
77,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,5001,,,5,,,10000,
80,5,,,,,5,75,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,,
78,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,600,1000
75,1,,,,,1,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,600,1000
80,6,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,9999998,
84,5,6,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,9,,,,
80,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,940,
78,5,,,,,5,10,,15,50,1,8,,,,,,,,,,,,,,,,,75000,75000,5,,,37000,
40,4,,,,,5,40,,30,60,2,0,,,,,,,,,,,,,,,,,75000,75000,5,,,37000,
74,5,,,,,5,50,2,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
89,7,,,,,5,70,,50,50,1,16,,,,,,,,,,,,,,,,,,,5,,,600000,999999998
73,5,,,,,5,6,,6,5,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,2000,999999998
79,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,80000,
83,5,,,,,5,10,,10,10,1,12,,,,,,,,,,,,,,,,,,,5,,100000,60000,
81,5,,,,,5,100,,998,,2,16,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,
66,1,,,,,1,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,250000,
78,5,,,,,5,40,,40,40,1,17,25,25,40,30,50,60,1,7,6,6,7,7,7,5,6,,,,1,100000,,120000,30000
80,6,,,,,5,30,,50,40,2,15,,,,,,,,,,,,,,,,,,,1,100000,,120000,30000
84,5,,,,,5,20,,30,30,2,12,,,,,,,,,,,,,,,,,,,5,,,,
88,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,,
84,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
55,3,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1000,
84,5,,,,,5,60,,20,40,1,12,,,,,,,,,,,,,,,,,,,5,,,9000,
83,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,1,5000,,,
78,5,6,,,,5,95,,75,0,2,16,,,,,,,,,,,,,,,,,,,1,5000,,,
76,5,4,,,,5,60,,50,50,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,
80,5,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
83,5,4,,,,5,,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,4000,
79,5,,,,,5,10,,10,10,2,10,,,,,,,,,,,,,,,,,,,5,,,9999999,
74,5,,,,,5,20,,10,0,2,13,50,25,25,30,25,10,-8,8,5,3,2,6,5,7,0,,,,5,,,,
89,5,,,,,5,45,,25,3,1,17,,,,,,,,,,,,,,,,,,,1,400000,,,
86,5,,,,,5,30,,30,25,2,13,,,,,,,,,,,,,,,,,,,1,2000,,60000,55000
86,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,1,2000,,60000,55000
89,5,,,,,5,,,,,1,10,,,,,,,,,,,,,,,,,,,5,,,,145000
67,5,,,,,5,20,,20,30,2,15,,,,,,,,,,,,,,,,,,,5,,,,145000
81,5,,,,,5,80,,80,20,2,12,,,,,,,,,,,,,,,,,,,1,200000,,40000,8000
81,5,,,,,5,70,,20,25,2,17,,,,,,,,,,,,,,,,,,,1,28000,,10000,7000
79,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,108000,,300000,10500
87,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
81,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,15000,,60000,
70,5,,,,,5,40,,10,50,1,16,,,,,,,,,,,,,,,,,,,1,15000,,60000,
83,5,6,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,5000,
76,5,,,,,5,20,,20,0,2,14,30,30,0,100,30,0,1,5,7,7,10,0,0,5,0,,,,5,,,3000,
84,6,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,6000,
90,5,,,,,5,70,,80,0,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,
83,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,
82,6,,,,,5,998,,,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
84,7,,,,,5,998,,,,1,5,,,,,,,,,,,,,,,,,,,5,,,,
84,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
79,5,6,,,,5,20,,20,40,2,9,,,,,,,,,,,,,,,,,,,5,,,9999998,
85,5,,,,,5,20,,0,80,1,11,0,0,100,100,100,100,1,10,10,10,3,0,0,0,5,,,,5,,,9999998,
81,6,4,,,,5,5,,10,15,2,6,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,50,2,,,2,8,,,,,,,,,,,,,,,,,,,5,,,2000,
61,1,,,,,1,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
80,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,20,,0,10,2,16,,,,,,,,,,,,,,,,,,,5,,,,
80,5,,,,,5,0,,,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
86,5,,,,,5,,,,,1,6,,,,,,,,,,,,,,,,,,,5,,,,
83,5,,,,,5,,,,,1,5,,,,,,,,,,,,,,,,,,,5,,,,
78,6,,,,,5,998,,,,2,4,,,,,,,,,,,,,,,,,,,5,,,,
79,5,,,,,5,100,,80,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
86,5,6,,,,5,0,,,0,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
89,5,,,,,5,60,,998,,1,12,,,,,,,,,,,,,,,,,,,,,,,
85,5,,,,,5,90,,60,50,2,14,,,,,,,,,,,,,,,,,,,5,,,,50000
82,5,,,,,5,998,,,,1,9,,,,,,,,,,,,,,,,,,,5,,,85000,
82,5,,,,,5,30,,0,20,2,11,,,,,,,,,,,,,,,,,40000,,5,,,,
83,6,,,,,5,100,,50,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
73,6,,,,,5,70,,40,50,2,10,,,,,,,,,,,,,,,,,,,5,,,,
86,4,5,,,,5,8,,8,5,2,6,,,,,,,,,,,,,,,,,,,5,,,1600,
80,4,,,,,5,0,,,5,2,6,,,,,,,,,,,,,,,,,,,5,,,40,
77,5,6,,,,5,998,,,,2,10,20,998,998,998,998,10,1,6,7,9,9,4,3,5,4,,,,5,,,,
87,5,,,,,5,50,1,40,50,1,10,,,,,,,,,,,,,,,,,,,1,600000,150000,375000,
84,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,600000,150000,375000,
85,5,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,20000,400000
79,5,,,,,5,100,,0,,1,12,,,,,,,,,,,,,,,,,,,5,,9999998,211000,
77,5,6,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,9999998,211000,
64,1,,,,,1,0,,,0,2,13,,,,,,,,,,,,,,,,,,,5,,,1200,
57,1,,,,,1,100,,50,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
87,5,,,,,5,10,,2,2,2,13,,,,,,,,,,,,,,,,,250000,,1,75000,,45000,
71,5,6,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
75,5,,,,,5,10,,20,20,2,12,,,,,,,,,,,,,,,,,,,9,,,,
79,5,,,,,5,80,,80,30,1,17,,,,,,,,,,,,,,,,,,,5,,,25000,
77,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,25000,
88,5,,,,,5,50,1,50,50,2,17,,,,,,,,,,,,,,,,,,99999998,1,999999998,,9999998,999999998
81,5,,,,,5,80,,50,50,1,12,0,0,0,50,50,50,1,9,9,9,9,2,5,5,6,,,,5,,,5000,
78,6,,,,,5,50,2,,,2,10,,,,,,,,,,,,,,,,,,,5,,,5000,
85,5,,,,,5,0,,,50,2,14,,,,,,,,,,,,,,,,,,99999998,5,,,9999998,
85,5,,,,,5,80,,60,10,1,12,,,,,,,,,,,,,,,,,35000,,5,,,4000,
80,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,35000,,5,,,4000,
91,5,,,,,5,10,,20,0,1,17,,,,,,,,,,,,,,,,,,,1,44000,,5000,2500
78,1,,,,,1,0,,,20,2,17,,,,,,,,,,,,,,,,,,,5,,,2000,
80,4,5,,,,5,998,,,,1,13,50,50,50,75,75,75,1,5,4,5,6,98,98,5,1,,,,5,,,3000,
72,5,4,,,,5,,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,3000,
80,5,6,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
73,1,,,,,1,60,,10,20,1,17,,,,,,,,,,,,,,,,,,,5,,,110000,
73,5,,,,,5,50,8,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
77,4,5,,,,5,998,,,,2,3,,,,,,,,,,,,,,,,,,,5,,,,
74,1,5,,,,1,30,,15,40,1,17,,,,,,,,,,,,,,,,,,9000,1,100000,300000,500000,500000
74,5,,,,,5,50,1,20,60,2,17,,,,,,,,,,,,,,,,,,,5,,,267000,
72,5,,,,,5,50,1,40,60,1,17,,,,,,,,,,,,,,,,,,,5,,,267000,
75,5,,,,,5,999,,,,1,13,,,,,,,,,,,,,,,,,,,5,,,9999999,999999999
72,6,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,999999999
71,1,5,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,1000,,200000,
73,1,,,,,1,20,,5,5,2,12,,,,,,,,,,,,,,,,,,,5,,,10000,
72,5,,,,,5,40,,15,15,2,13,,,,,,,,,,,,,,,,,,,5,,,1000,
74,1,,,,,1,80,,60,30,1,12,,,,,,,,,,,,,,,,,,,5,,,12000,
64,1,,,,,1,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,12000,
75,1,,,,,1,5,,4,8,2,16,,,,,,,,,,,,,,,,,,,5,,,,
75,4,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
77,5,,,,,5,50,2,,,1,16,15,15,15,50,50,5,1,9,9,9,9,5,8,9,1,,999999998,,5,,,10000,
74,5,,,,,5,60,,50,30,2,16,10,10,10,10,10,10,1,9,9,9,9,8,7,9,2,,999999998,,5,,,10000,
76,5,,,,,5,30,,80,15,1,17,,,,,,,,,,,,,,,,,,,5,,,2000,
70,1,,,,,1,75,,40,40,2,17,,,,,,,,,,,,,,,,,,,1,999999998,9999998,12000,
65,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,4000,
79,5,,,,,5,,,,,1,8,,,,,,,,,,,,,,,,,,,5,,,4000,
80,5,,,,,5,70,,0,0,1,14,,,,,,,,,,,,,,,,,,,5,,,200000,
74,5,,,,,5,10,,999,,1,14,,,,,,,,,,,,,,,,,,,5,,,9999999,
57,1,,,,,1,80,,80,50,2,12,,,,,,,,,,,,,,,,,,99999998,5,,,10000,
69,1,5,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,1,999999998,400000,25000,
70,5,1,,,,1,75,,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,25000,
76,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,1000,
79,5,,,,,5,40,,50,20,2,12,,,,,,,,,,,,,,,,,,,5,,,1000,
77,5,,,,,5,10,,100,,2,14,,,,,,,,,,,,,,,,,,,5,,,100,
78,5,,,,,5,20,,10,70,2,16,,,,,,,,,,,,,,,,,999999999,,1,999999999,,9999999,
75,5,,,,,5,75,,75,50,1,14,,,,,,,,,,,,,,,,,999999999,,1,999999999,,9999999,
78,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,1,30000,,5000,
76,5,,,,,5,50,1,25,20,2,17,,,,,,,,,,,,,,,,,,,5,,,130000,
73,5,,,,,5,40,,30,70,1,17,,,,,,,,,,,,,,,,,800000,800000,1,2200000,,150000,
70,1,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,800000,800000,1,2200000,,150000,
76,5,4,7,,,5,75,,75,20,1,13,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,999999999
77,4,,,,,5,60,,60,50,2,17,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,999999999
73,5,,,,,5,80,,80,20,2,17,,,,,,,,,,,,,,,,,,,5,,,190000,
74,5,,,,,5,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,190000,
74,5,,,,,5,50,1,20,10,1,15,,,,,,,,,,,,,,,,,,,5,,,20000,
70,5,,,,,5,0,,,0,2,14,,,,,,,,,,,,,,,,,,,5,,,20000,
71,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,40000,
75,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,1200000,,1,500000,,100000,
69,1,,,,,1,30,,-8,,2,17,,,,,,,,,,,,,,,,,1200000,,1,500000,,100000,
75,5,,,,,5,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,9999999,
63,5,,,,,5,40,,10,70,2,16,,,,,,,,,,,,,,,,,,,5,,,9999999,
75,5,,,,,5,20,,50,20,2,12,,,,,,,,,,,,,,,,0,999999998,99999998,1,999999998,,9999998,
66,3,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,325000,100000,1,16500,,53000,
71,5,,,,,5,10,,10,15,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
72,1,5,,,,1,0,,,,1,15,,,,,,,,,,,,,,,,,,99999998,5,,,,
61,1,,,,,1,50,1,50,50,2,11,,,,,,,,,,,,,,,,0,,,5,,,,
75,1,,,,,1,70,,50,50,2,17,,,,,,,,,,,,,,,,,100000,,8,,,9999999,
76,5,,,,,5,998,,,,1,16,,,,,,,,,,,,,,,,,100000,,8,,,9999999,
74,1,5,,,,1,70,,25,25,1,13,,,,,,,,,,,,,,,,,,,1,250000,,,
64,1,,,,,1,75,,80,50,2,16,,,,,,,,,,,,,,,,,,,1,250000,,,
63,4,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
75,5,,,,,5,40,,10,50,1,15,,,,,,,,,,,,,,,,,,,5,,,-8,
75,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,600000,
72,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,600000,
75,5,,,,,5,90,,90,20,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
75,5,,,,,5,50,1,90,25,2,12,,,,,,,,,,,,,,,,,,,5,,,1500,
78,5,,,,,5,998,,,,1,12,10,10,10,50,10,20,1,5,5,5,5,5,5,5,0,,999999998,99999998,5,,,1500,
75,5,,,,,1,75,,998,,2,13,0,50,60,60,50,50,1,6,6,6,5,5,6,5,6,,,,5,,,3600,
73,5,,,,,1,75,,25,65,2,17,,,,,,,,,,,,,,,,,,,5,,-8,18000,
74,5,,,,,5,30,,30,30,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
70,1,,,,,1,100,,100,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
77,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,4500,
67,1,,,,,1,75,,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,4500,
76,5,,,,,5,10,,50,50,1,12,,,,,,,,,,,,,,,,,60000,,1,23000,,63000,40000
72,5,,,,,5,30,,20,70,2,12,,,,,,,,,,,,,,,,,60000,,1,23000,,63000,40000
72,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,40000,,1,100000,,,
71,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,40000,,1,100000,,,
73,5,,,,,1,70,,80,0,1,14,,,,,,,,,,,,,,,,,,,5,,,15000,
69,3,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,15000,
73,5,,,,,5,50,1,40,20,2,14,,,,,,,,,,,,,,,,,,,5,,,20000,
81,5,,,,,5,50,1,10,10,1,15,,,,,,,,,,,,,,,,,,,5,,,20000,
72,5,,,,,5,90,,20,0,1,15,,,,,,,,,,,,,,,,,,,1,100000,,50000,
73,5,,,,,5,20,,30,10,2,13,,,,,,,,,,,,,,,,,,,5,,,5000,
78,5,,,,,5,80,,80,20,1,17,0,20,20,100,20,20,1,10,6,5,9,0,7,2,8,,,,1,110000,,200000,
71,5,,,,,5,20,,20,80,2,17,,,,,,,,,,,,,,,,,,,1,110000,,200000,
73,5,,,,,5,40,,30,40,2,12,,,,,,,,,,,,,,,,,,,5,,,500,
75,5,7,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,1,999999998,,255000,
77,5,,,,,5,20,,50,20,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,255000,
76,5,,,,,5,0,,,0,2,13,,,,,,,,,,,,,,,,,,,9,,,,
75,5,,,,,5,70,,25,25,2,16,,,,,,,,,,,,,,,,,,,5,,,,
71,5,7,,,,1,50,1,40,20,1,16,,,,,,,,,,,,,,,,,,,5,,,,
75,1,,,,,1,50,1,20,20,1,17,,,,,,,,,,,,,,,,,,,5,,,480000,
77,1,,,,,1,25,,20,40,2,12,,,,,,,,,,,,,,,,25001,,,5,,,460,
72,5,,,,,5,15,,10,10,2,12,,,,,,,,,,,,,,,,,,,5,,,82000,150000
73,5,,,,,5,25,,15,10,1,16,,,,,,,,,,,,,,,,,,,5,,,6000,
73,5,,,,,5,60,,30,40,2,12,,,,,,,,,,,,,,,,,,,5,,,6000,
73,5,,,,,5,99,,50,5,1,16,,,,,,,,,,,,,,,,,,,5,,,80000,
70,5,,,,,5,80,,80,0,2,16,,,,,,,,,,,,,,,,,,,5,,,80000,
75,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,100000,1,500000,20000,,
64,4,,,,,5,999,,,,2,16,,,,,,,,,,,,,,,,,,100000,1,500000,20000,,
73,5,,,,,5,80,,25,25,1,17,,,,,,,,,,,,,,,,,,,5,,,13400,
50,1,,,,,1,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,8000,
73,5,,,,,5,20,,10,5,2,16,,,,,,,,,,,,,,,,,,,9,,,,
76,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,15000,
61,1,,,,,1,25,,10,25,2,12,,,,,,,,,,,,,,,,,,,5,,,15000,
75,1,,,,,1,50,8,,,1,14,0,0,0,80,0,0,1,5,10,10,10,4,5,2,7,,,,5,,,3500,
77,5,,,,,5,0,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,3500,
73,5,,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,-8,,,7000,
73,5,,,,,5,10,,5,25,1,13,,,,,,,,,,,,,,,,,,,-8,,,7000,
76,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,,,,,
76,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,15000,
77,5,,,,,5,100,,75,,2,17,,,,,,,,,,,,,,,,,,,5,,,35000,
76,6,,,,,5,25,,10,15,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
73,5,,,,,5,50,2,,,1,12,10,10,10,10,10,10,1,10,0,0,5,0,0,0,0,,,,5,,,9999999,
73,1,,,,,1,75,,55,15,1,17,,,,,,,,,,,,,,,,,,,,,,,
71,5,,,,,5,5,,2,5,2,16,,,,,,,,,,,,,,,,,,,5,,,2000,
72,5,,,,,5,40,,30,75,2,16,,,,,,,,,,,,,,,,,,,1,400000,,60000,
73,5,,,,,5,50,2,,,2,17,20,10,10,20,10,50,1,7,7,5,6,7,8,5,7,,,,5,,,,10000
76,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,,10000
77,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,8000,
73,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,2000,
79,5,,,,,5,998,,,,2,5,,,,,,,,,,,,,,,,,,,5,,,,
75,1,,,,,1,30,,20,20,1,15,,,,,,,,,,,,,,,,,50000,,8,,40000,,999999998
68,5,,,,,5,75,,50,30,2,12,,,,,,,,,,,,,,,,,50000,,8,,40000,,999999998
73,5,,,,,5,30,,30,30,1,17,,,,,,,,,,,,,,,,,,,5,,,14500,
71,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,14500,
74,5,,,,,5,75,,998,,2,14,,,,,,,,,,,,,,,,,,,1,445000,,,
74,5,,,,,5,100,,10,,1,16,,,,,,,,,,,,,,,,,,,1,445000,,,
