ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
57,1,,,,,1,10,,10,10,1,9,,,,,,,,,,,,,,,,,,,5,,,2800,
41,6,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,2800,
42,1,,,,,1,50,1,75,50,2,17,50,50,50,50,50,50,1,0,0,0,0,0,0,0,0,,,,5,,,,
58,3,,,,,1,50,1,60,25,2,14,50,50,25,5,0,80,1,5,5,3,5,2,6,0,0,,,,1,999999998,,250000,
57,3,,,,,1,0,,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,250000,
55,1,,,,,1,0,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
73,5,,,,,5,10,,10,10,1,12,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,200000,,200000,
55,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,200000,,200000,
61,4,,,,,5,80,,50,10,1,14,,,,,,,,,,,,,,,,,,,5,,,10,
57,1,,,,,1,999,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,20000,
53,6,,,,,5,20,,20,30,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
59,1,,,,,1,998,,,,2,17,,,,,,,,,,,,,,,,0,,,1,999999998,,9999999,
58,1,,,,,1,30,,15,5,2,14,5,5,0,2,2,10,1,5,8,8,10,5,5,5,1,,,,5,,,1000,
56,1,,,,,1,40,,15,20,1,17,10,10,0,40,0,10,1,8,7,7,8,6,8,8,6,,30000,,5,,,150000,
54,6,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,30000,,5,,,150000,
58,1,,,,,1,80,,10,5,2,17,100,100,10,100,40,10,1,4,1,1,8,0,4,8,0,0,,,9,,,9999999,
55,4,,,,,5,0,,,0,1,16,,,,,,,,,,,,,,,,,,,5,,,,
53,2,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
57,2,,,,,5,80,,80,60,1,12,,,,,,,,,,,,,,,,,,,5,,,3200,
47,1,,,,,1,50,1,60,20,2,15,,,,,,,,,,,,,,,,,,,5,,,3200,
58,1,,,,,1,100,,50,,1,16,,,,,,,,,,,,,,,,,,,5,,,,
55,2,,,,,5,60,,40,100,2,16,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,10,,5,10,1,0,,,,,,,,,,,,,,,,,600000,,5,,,,
53,1,,,,,1,999,,,,2,,,,,,,,,,,,,,,,,,600000,,5,,,,
55,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,2000,
59,1,,,,,1,20,,40,20,1,11,10,5,10,10,5,20,1,8,7,8,6,6,6,5,5,,,,5,,,2000,
59,1,,,,,1,10,,5,25,1,16,,,,,,,,,,,,,,,,,,,5,,,50000,
57,6,,,,,5,60,,5,5,2,14,,,,,,,,,,,,,,,,,,,1,75000,,20000,500000
59,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,1,75000,,20000,500000
58,1,,,,,1,50,2,,,1,11,,,,,,,,,,,,,,,,,,,5,,,40000,
50,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,40000,
55,7,,,,,5,10,,0,80,2,12,,,,,,,,,,,,,,,,,,,5,,,4000,
58,4,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,1000,
59,4,,,,,5,70,,50,50,1,15,,,,,,,,,,,,,,,,,,,5,,,0,
58,1,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,20,,20,80,1,16,,,,,,,,,,,,,,,,,,,5,,,3000,
57,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,3000,
57,4,,,,,5,40,,50,40,1,12,50,50,30,50,50,50,1,5,3,3,4,4,4,5,5,,,,5,,,,
56,1,,,,,1,80,,998,,2,13,,,,,,,,,,,,,,,,,,,5,,,1500,
59,4,,,,,5,80,,80,80,2,16,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,30,,30,75,2,15,,,,,,,,,,,,,,,,,,,5,,,3000,
59,1,,,,,1,100,,100,,1,13,0,0,0,0,0,0,1,5,10,10,7,8,10,10,8,100001,,,5,,,9999999,
53,1,,,,,1,30,,20,75,2,0,,,,,,,,,,,,,,,,100001,,,5,,,9999999,
58,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,2000,,4000,
53,1,,,,,1,75,,75,30,2,16,,,,,,,,,,,,,,,,,,,1,2000,,4000,
59,4,,,,,5,75,,50,0,2,13,,,,,,,,,,,,,,,,,,,5,,,,
56,4,,,,,5,100,,100,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
53,1,,,,,1,50,1,50,50,2,17,,,,,,,,,,,,,,,,,,,,,,,
55,1,,,,,1,60,,40,60,1,14,,,,,,,,,,,,,,,,,,100000,1,60000,,0,
59,5,,,,,5,100,,20,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
55,4,,,,,5,80,,1,0,1,11,,,,,,,,,,,,,,,,,,,5,,,,
54,1,,,,,1,0,,,10,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
52,,,,,,,,,,,1,17,,,,,,,,,,,,,,,,,,,,,,,
55,1,,,,,1,25,,25,10,2,16,,,,,,,,,,,,,,,,,,,5,,,4000,
61,1,,,,,1,0,,,50,2,16,,,,,,,,,,,,,,,,,,,5,,,6000,
54,4,,,,,5,20,,50,30,2,11,,,,,,,,,,,,,,,,,,,5,,,,
44,1,,,,,1,998,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
58,2,,,,,5,70,,60,30,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
57,1,,,,,1,2,,1,70,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
56,1,,,,,1,999,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
58,2,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
54,1,,,,,1,50,2,,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,,,,,2,0,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,20,,20,40,1,13,30,30,30,10,20,30,1,7,7,6,6,7,7,6,5,,,,5,,,13000,
55,1,,,,,1,10,,5,60,2,12,,,,,,,,,,,,,,,,,,,5,,,5000,
55,1,,,,,1,0,,,998,1,8,,,,,,,,,,,,,,,,,,,5,,,5000,
57,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,12000,
58,4,,,,,5,60,,10,20,1,16,,,,,,,,,,,,,,,,,,,5,,,12000,
55,1,,,,,1,40,,40,30,1,15,,,,,,,,,,,,,,,,,,,5,,,,
54,6,,,,,5,10,,20,10,2,12,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,60,,60,60,1,13,30,40,30,40,50,50,1,7,6,6,4,4,4,4,3,,,,5,,,5000,
53,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,5000,
56,1,,,,,1,25,,25,25,1,12,,,,,,,,,,,,,,,,,,,5,,,100,
52,1,,,,,1,50,2,,,2,13,8,10,7,10,7,10,1,3,5,10,2,2,2,0,3,,,,5,,,100,
57,3,,,,,1,50,1,30,50,1,14,,,,,,,,,,,,,,,,,,,5,,,65000,
49,1,,,,,1,90,,30,5,1,16,,,,,,,,,,,,,,,,,,,5,,,65000,
58,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
55,1,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,1000,
55,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
65,5,,,,,5,100,,75,,1,14,,,,,,,,,,,,,,,,,,,,,,,
60,4,,,,,5,30,,10,20,1,14,10,10,0,50,40,10,1,0,1,3,1,3,0,1,1,,,,5,,,,
57,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,,,1,999999998,,39000,
55,7,,,,,5,998,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,1400,
58,1,,,,,1,10,,10,10,1,12,,,,,,,,,,,,,,,,5001,,,5,,,,
57,4,,,,,1,998,,,,2,10,,,,,,,,,,,,,,,,5001,,,5,,,,
58,1,,,,,1,50,2,,,2,16,0,998,0,0,0,50,-8,9,5,5,9,10,5,5,5,,,,5,,,1500,
59,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,1500,
56,1,,,,,1,60,,80,30,2,16,100,100,100,80,30,100,1,2,0,0,0,1,10,0,0,,,,5,,,6500,
62,1,,,,,1,0,,,0,1,12,,,,,,,,,,,,,,,,,,,5,,,6500,
59,1,,,,,1,,,,,2,17,,,,,,,,,,,,,,,,,,,1,200000,,1000,
59,1,,,,,1,80,,40,20,1,16,,,,,,,,,,,,,,,,,,,1,200000,,1000,
59,1,,,,,1,80,,10,2,1,17,,,,,,,,,,,,,,,,,400000,400000,1,50000,,3000,30000
51,1,,,,,1,85,,65,65,2,16,55,65,10,25,25,25,-8,8,7,7,9,8,8,7,8,,400000,400000,1,50000,,3000,30000
59,1,,,,,1,90,,50,50,1,17,,,,,,,,,,,,,,,,,50000,,5,,,40000,
58,5,,,,,5,50,2,,,2,,60,100,40,30,0,20,1,8,5,5,6,7,8,9,5,,50000,,5,,,40000,
58,1,,,,,1,30,,20,30,1,12,,,,,,,,,,,,,,,,,,,1,250000,,22000,
58,1,,,,,1,5,,5,5,2,12,,,,,,,,,,,,,,,,0,,,5,,,,
59,5,,,,,5,0,,,50,1,13,,,,,,,,,,,,,,,,,,,5,,,9999999,
59,1,,,,,1,50,2,,,1,0,,,,,,,,,,,,,,,,,1000000,,5,,,100000,200000
56,4,,,,,5,50,1,20,15,2,16,,,,,,,,,,,,,,,,,,,5,,,70000,
58,1,,,,,1,50,2,,,1,15,,,,,,,,,,,,,,,,,,,5,,,,
46,3,,,,,1,20,,20,60,2,12,,,,,,,,,,,,,,,,,,,5,,,,
57,7,,,,,1,50,8,,,1,16,0,0,0,0,0,50,1,5,8,8,5,0,0,0,7,,,1,5,,,194000,
34,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
57,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
66,5,,,,,5,80,,0,50,1,2,,,,,,,,,,,,,,,,,,,5,,,,
56,1,,,,,1,30,,40,60,2,12,,,,,,,,,,,,,,,,,,,5,,,20000,
60,1,,,,,1,50,1,-8,,1,13,,,,,,,,,,,,,,,,,,,5,,,20000,
60,1,,,,,1,60,,50,20,2,17,,,,,,,,,,,,,,,,,,,5,,,30000,
60,4,,,,,5,0,,,0,2,0,,,,,,,,,,,,,,,,,,,5,,,167,
57,1,,,,,1,50,2,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,10,,0,90,1,10,,,,,,,,,,,,,,,,,,,5,,,30000,
59,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,36000,
55,1,,,,,1,75,,50,20,2,14,,,,,,,,,,,,,,,,,,,1,999999998,,375000,
58,1,,,,,1,75,,25,25,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,375000,
58,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
60,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,350000,0,1,325000,,170000,
53,1,,,,,1,100,,50,,2,17,,,,,,,,,,,,,,,,,350000,0,1,325000,,170000,
57,4,,,,,5,30,,30,20,2,14,,,,,,,,,,,,,,,,,,,5,,,,
57,1,6,,,,1,-8,,-8,,1,17,,,,,,,,,,,,,,,,,600000,,5,,,20000,
60,1,,,,,1,-8,,-8,,1,17,,,,,,,,,,,,,,,,,600000,,5,,,20000,
57,4,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
54,2,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,9999999,
59,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
58,3,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,25,,50,0,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
49,1,,,,,1,0,,,100,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
57,1,,,,,1,50,2,,,2,9,,,,,,,,,,,,,,,,5000,,,5,,,48,
55,6,,,,,5,100,,100,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
56,4,,,,,5,80,,100,,2,12,,,,,,,,,,,,,,,,,,,5,,,0,
56,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
55,4,,,,,5,40,,40,40,2,12,,,,,,,,,,,,,,,,,,,5,,,1000,
59,1,,,,,1,30,,30,10,1,12,0,0,0,0,0,0,1,10,10,10,10,10,10,8,8,,,,5,,,,
59,1,3,,,,1,50,1,50,50,2,15,,,,,,,,,,,,,,,,,,,5,,,50,
59,1,,,,,1,75,,50,25,2,16,,,,,,,,,,,,,,,,,,,5,,,50000,
58,1,,,,,1,20,,25,20,1,12,,,,,,,,,,,,,,,,,,,5,,,,
54,1,,,,,1,20,,25,30,2,14,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
37,1,,,,,1,50,1,50,50,1,15,,,,,,,,,,,,,,,,,,,5,,,5000,
57,7,,,,,5,40,,32,34,1,0,,,,,,,,,,,,,,,,5001,,,5,,,,
54,1,,,,,1,100,,100,,2,17,,,,,,,,,,,,,,,,5001,,,5,,,,
59,4,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
59,4,,,,,5,0,,,-8,2,13,-8,50,-8,-8,-8,-8,-8,0,-8,-8,-8,-8,-8,-8,-8,,,,5,,,,
52,1,,,,,1,25,,25,50,1,12,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,50,1,20,20,1,9,,,,,,,,,,,,,,,,,,100000,1,40000,,80000,
50,6,,,,,5,60,,40,50,2,12,,,,,,,,,,,,,,,,,,100000,1,40000,,80000,
59,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,10000,,5,,,18000,
59,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,
54,4,5,,,,5,50,1,50,50,1,15,,,,,,,,,,,,,,,,,250000,,5,,,3500,3500
53,3,,,,,1,50,2,,,2,12,50,0,50,50,80,50,1,5,5,5,8,8,8,5,5,,250000,,5,,,3500,3500
55,1,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,,
60,4,7,,,,5,10,,10,10,1,12,,,,,,,,,,,,,,,,,,,5,,,250,
57,1,,,,,1,50,1,75,75,1,12,,,,,,,,,,,,,,,,,125000,,5,,,5000,
57,1,,,,,1,50,1,80,85,2,16,,,,,,,,,,,,,,,,,,,5,,,,
60,1,,,,,1,40,,20,-8,2,17,,,,,,,,,,,,,,,,,,,1,-8,,400000,
54,1,,,,,1,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
45,6,,,,,1,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
60,5,4,,,,5,100,,30,,1,9,100,50,100,100,100,100,1,10,10,10,0,0,0,10,5,,,,5,,,,
54,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,63,
59,1,,,,,1,0,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
57,1,,,,,1,75,,75,30,1,12,50,50,30,25,50,60,1,3,5,4,7,2,2,5,0,,750000,2500000,5,,,,800000
58,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,500,
55,4,,,,,5,999,,,,2,0,,,,,,,,,,,,,,,,,,,5,,,2000,
54,1,,,,,1,25,,10,10,1,9,,,,,,,,,,,,,,,,,,,5,,,2000,
55,6,,,,,5,20,,15,10,2,11,0,10,80,0,80,80,1,7,10,8,10,8,1,8,0,,,,5,,,,
56,1,,,,,1,60,,60,25,1,10,,,,,,,,,,,,,,,,,,,5,,,,
59,3,,,,,1,20,,20,20,2,12,,,,,,,,,,,,,,,,,,,5,,,,
53,1,,,,,1,90,,60,40,2,10,,,,,,,,,,,,,,,,,,,5,,,,
57,4,,,,,5,9,,100,,2,12,,,,,,,,,,,,,,,,,,,5,,,0,
56,1,,,,,1,10,,10,90,2,12,,,,,,,,,,,,,,,,,,,1,10000,,100000,
55,1,,,,,1,90,,60,15,1,,40,20,60,60,20,70,1,8,6,6,2,6,6,3,1,,,,1,10000,,100000,
55,1,,,,,1,75,,25,20,1,14,,,,,,,,,,,,,,,,,,,5,,,3000,
56,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
56,1,,,,,1,90,,50,50,1,16,,,,,,,,,,,,,,,,,,,1,7200,,7000,
56,1,,,,,1,50,2,,,2,14,100,50,100,100,50,50,1,10,5,5,3,3,5,3,0,,,,1,7200,,7000,
58,4,,,,,5,10,,50,5,2,16,,,,,,,,,,,,,,,,,,,5,,,,
60,4,,,,,5,50,1,75,50,1,12,,,,,,,,,,,,,,,,,,,5,,,,
59,4,,,,,5,,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,,
60,3,2,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,30,,30,20,2,15,,,,,,,,,,,,,,,,,,,5,,,,
53,2,,,,,5,50,2,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
57,4,,,,,5,70,,60,50,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
60,1,,,,,1,998,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,5000,
59,1,,,,,1,80,,40,50,1,16,,,,,,,,,,,,,,,,,,,1,200000,,86000,
59,1,,,,,1,50,1,10,50,2,15,,,,,,,,,,,,,,,,,,,1,200000,,86000,
56,4,,,,,5,0,,,50,2,9,,,,,,,,,,,,,,,,,,,5,,,400,
58,1,,,,,1,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
51,1,,,,,1,90,,95,95,2,15,,,,,,,,,,,,,,,,,,,5,,,,
58,4,,,,,5,50,1,10,25,2,13,,,,,,,,,,,,,,,,,,,5,,,1450,
62,5,,,,,5,70,,30,40,1,13,,,,,,,,,,,,,,,,,,,5,,,1450,
55,5,,,,,5,0,,,0,1,12,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,,,,5,,,9999998,
55,1,,,,,1,60,,10,10,1,10,,,,,,,,,,,,,,,,,,,5,,,,
54,6,,,,,5,20,,50,60,2,12,,,,,,,,,,,,,,,,,,,5,,,,
54,1,,,,,1,,,,,2,4,,,,,,,,,,,,,,,,,,,5,,,100000,
55,1,,,,,1,35,,30,20,1,16,,,,,,,,,,,,,,,,,,,5,,,100000,
56,1,,,,,1,60,,60,60,1,14,,,,,,,,,,,,,,,,,,,5,,,,
49,1,,,,,1,60,,50,30,2,12,,,,,,,,,,,,,,,,,,,5,,,,
55,3,,,,,5,80,,50,10,2,12,,,,,,,,,,,,,,,,,200000,200000,5,,,9999999,
44,3,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,200000,200000,5,,,9999999,
56,1,,,,,1,100,,20,,2,16,,,,,,,,,,,,,,,,,,50000,1,5000,,13000,
51,1,,,,,1,70,,30,20,2,17,,,,,,,,,,,,,,,,,,50000,1,5000,,13000,
56,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,80000,,5,,,70000,
57,1,,,,,1,80,,50,50,2,6,,,,,,,,,,,,,,,,,,,5,,,1000,
58,4,,,,,5,70,,80,40,1,7,,,,,,,,,,,,,,,,,,,5,,,1000,
59,4,,,,,5,40,,10,10,1,14,100,60,100,100,100,100,1,0,0,10,0,0,0,0,1,,,,5,,,200,
55,4,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
57,1,,,,,1,40,,30,60,2,14,40,60,90,90,90,100,1,6,7,6,3,2,3,0,7,,,,5,,,200,
58,1,,,,,1,50,1,5,50,2,17,,,,,,,,,,,,,,,,,,400000,1,350000,,70000,
56,1,,,,,1,100,,100,,2,16,,,,,,,,,,,,,,,,,,,5,,,30000,
59,6,,,,,5,100,,50,,1,12,,,,,,,,,,,,,,,,,,,5,,,30000,
60,1,,,,,1,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,70000,
56,1,,,,,1,50,1,0,25,1,16,,,,,,,,,,,,,,,,,,,1,1000000,,20000,
59,1,,,,,1,10,,998,,2,6,,,,,,,,,,,,,,,,,100000,,5,,,30000,
57,1,,,,,1,40,,40,80,2,13,,,,,,,,,,,,,,,,,,,5,,,500,
57,1,,,,,1,80,,40,10,2,16,,,,,,,,,,,,,,,,0,,,1,999999999,9999999,9999999,
57,4,,,,,5,70,,50,50,2,11,,,,,,,,,,,,,,,,,,,5,,,800,
59,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,20000,
57,2,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,5,,,20000,
60,4,,,,,5,10,,5,80,1,17,,,,,,,,,,,,,,,,,,,5,,,4000,
58,1,,,,,1,25,,0,50,1,6,,,,,,,,,,,,,,,,,,,5,,,4000,
54,6,,,,,5,70,,70,50,2,12,,,,,,,,,,,,,,,,,,,,,,,
56,1,,,,,1,10,,5,5,1,12,,,,,,,,,,,,,,,,,800000,,5,,,4000,
57,6,,,,,5,5,,0,10,2,6,,,,,,,,,,,,,,,,,800000,,5,,,4000,
58,1,,,,,1,30,,5,40,2,13,,,,,,,,,,,,,,,,,,,5,,,3000,
56,2,,,,,5,60,,30,25,1,13,,,,,,,,,,,,,,,,,,,5,,,1000,
54,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1000,
60,7,,,,,5,10,,10,80,2,12,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,40,,40,10,2,14,,,,,,,,,,,,,,,,,,,5,,,,
59,1,,,,,1,100,,100,,1,14,,,,,,,,,,,,,,,,,7000000,200000,1,5000,,40000,
55,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,5000,5,,,100000,
52,1,,,,,1,50,1,20,30,1,15,,,,,,,,,,,,,,,,,,5000,5,,,100000,
59,4,,,,,5,50,2,,,1,12,20,40,5,1,60,50,1,0,9,8,5,4,4,9,8,,,,5,,,1300,
56,1,,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,,,,1,15000,,,
56,4,,,,,5,60,,5,8,1,16,,,,,,,,,,,,,,,,,,,5,,,0,
58,2,,,,,5,0,,,80,2,13,,,,,,,,,,,,,,,,,,,5,,,3000,
53,1,,,,,1,100,,100,,1,,,,,,,,,,,,,,,,,,,,5,,,3000,
55,1,,,,,1,998,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
59,4,,,,,5,5,,10,10,2,11,,,,,,,,,,,,,,,,,,,5,,,,
58,1,,,,,1,80,,75,50,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
52,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,1000,
54,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
54,3,,,,,1,100,,0,,2,6,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,
54,6,,,,,5,100,,998,,2,,,,,,,,,,,,,,,,,,,,,,,,
55,1,,,,,1,0,,,0,2,13,,,,,,,,,,,,,,,,,,,5,,,,
60,1,,,,,1,10,,10,10,2,10,,,,,,,,,,,,,,,,,,,5,,,,
56,1,,,,,1,10,,0,0,2,3,,,,,,,,,,,,,,,,,,,5,,,,
58,4,,,,,5,0,,,100,1,10,,,,,,,,,,,,,,,,,,,5,,,,
57,2,,,,,5,60,,50,75,2,14,90,90,90,90,90,90,1,5,2,2,2,2,2,2,0,0,,,5,,,,
59,1,,,,,1,25,,15,75,2,13,,,,,,,,,,,,,,,,,,,5,,,22000,
58,1,,,,,1,35,,10,70,1,14,,,,,,,,,,,,,,,,,,,5,,,22000,
54,1,,,,,1,80,,60,30,2,8,,,,,,,,,,,,,,,,5001,,,5,,,,
56,6,,,,,5,60,,999,,1,0,60,50,5,3,10,6,1,3,2,10,8,7,6,8,6,5001,,,5,,,,
58,1,,,,,1,80,,20,20,1,17,,,,,,,,,,,,,,,,,,,5,,,5000,
57,1,,,,,1,60,,0,30,1,11,,,,,,,,,,,,,,,,,,,5,,,,
54,4,,,,,5,100,,80,,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
40,6,,,,,5,998,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,0,
57,1,,,,,1,50,2,,,2,0,,,,,,,,,,,,,,,,,,0,5,,,500,
58,1,,,,,1,50,1,5,10,1,14,,,,,,,,,,,,,,,,100000,,,5,,,-8,
58,1,,,,,1,50,1,50,998,2,14,50,999,-8,-8,-8,-8,-8,8,8,7,8,8,6,5,2,100000,,,5,,,-8,
60,1,,,,,1,5,,10,5,1,16,,,,,,,,,,,,,,,,,,,5,,,,
55,6,,,,,5,70,,50,70,2,11,,,,,,,,,,,,,,,,,,,5,,,,
58,5,,,,,5,-8,,50,50,1,15,,,,,,,,,,,,,,,,,,,5,,,140000,
49,1,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,140000,
55,4,,,,,1,0,,,0,1,12,,,,,,,,,,,,,,,,,,,5,,,2000,
55,1,,,,,1,5,,5,90,2,12,,,,,,,,,,,,,,,,,,,5,,,2000,
57,2,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
53,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
66,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,225000,,1,50000,,75000,
60,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,50000,
53,2,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,50000,
59,1,,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,,75000,110000,5,,,5000,
58,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,3000,
59,2,6,,,,5,60,,40,10,2,16,,,,,,,,,,,,,,,,,,,5,,,3000,
58,3,,,,,1,25,,15,25,1,6,,,,,,,,,,,,,,,,,,,5,,,,
49,6,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,,
57,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
44,1,,,,,1,999,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
55,1,,,,,1,100,,50,,1,15,,,,,,,,,,,,,,,,,,,1,200000,,29000,
55,4,,,,,5,70,,70,70,2,11,,,,,,,,,,,,,,,,,,,5,,,,
55,1,,,,,1,15,,15,10,2,12,,,,,,,,,,,,,,,,5001,,,5,,,,
55,3,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,5001,,,5,,,,
59,1,,,,,1,40,,50,50,1,12,,,,,,,,,,,,,,,,,40000,50000,5,,,10000,
55,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,5000,
57,1,,,,,1,998,,,,1,12,,,,,,,,,,,,,,,,0,,,5,,,9999998,
